1,4259418,1
1,4528793,1
1,2634715,1
1,305268,1
1,2298330,25
1,1128265,1
1,2655136,1
1,3433349,1
1,729114,1
1,4267661,1
1,5151891,2
1,3463228,1
1,4700122,1
1,2298330,3
1,4736134,1
1,4361831,1
1,3676720,3
1,5165734,1
1,2145267,1
1,3816362,1
1,2172106,1
1,4544349,1
1,5113348,1
1,4267661,1
1,2634715,1
1,5073661,1
1,4558183,3
1,3433349,2
1,4711801,1
1,5265702,1
1,5955826,2
1,5279436,1
1,4400203,1
1,5106292,2
1,585220,1
1,3573385,1
1,5355782,1
1,3403200,1
1,4923531,1
2,1513957,18
2,2932924,1
2,2222230,4
2,5188726,1
2,3374083,12
2,250623,36
2,3392345,2
2,361213,2
2,3556077,1
2,295620,9
2,299817,5
2,11549803,72
2,5037649,1
2,2645943,186
2,2953559,1
2,588686,1
2,1337249,15
2,3392916,5
2,3832653,1
2,1733953,1
2,3454407,5
2,3689560,2
2,4422713,6
2,2792235,1
2,3665016,1
2,2790433,28
2,6137702,9
2,6424194,1
2,3460950,1
2,277130,1
2,3353540,4
2,802714,29
2,5107612,231
2,3445162,20
2,3853786,3
2,4534659,3
2,3105763,4
2,5538927,1
2,8858263,8
2,3398480,1
2,3022530,5
2,294074,18
2,2790433,1
2,146214,2
2,168629,8
2,1129636,1
2,281133,19
2,2486825,1
2,3171484,6
2,3353540,4
2,3207512,2
2,6139416,1
2,1269545,2
2,5161539,26
2,3353540,3
2,4512940,15
2,3064122,1
2,170654,60
2,283806,1
2,1262140,7
2,2176639,3
2,1684154,12
2,4530372,5
2,5792474,1
2,1146822,2
2,3016274,5
2,1142170,4
2,4059102,3
2,1263331,1
2,4283974,3
2,5024937,66
2,3576260,1
2,2155204,3
2,281184,809
2,174991,1
2,1214520,2
2,1256340,1
2,5412199,1
2,3189143,1
2,2989611,1
2,3923644,1
2,4179574,4
2,5119251,2
2,3547600,1
2,587071,8
2,2872557,3
2,3861002,3
2,3532881,1
2,264371,5
2,2157056,3
2,1786455,1
2,1860735,2
2,1856243,1
2,8505053,4
2,3127065,1
2,4135865,1
2,260644,7
2,2313002,2
2,1508350,6
2,2646979,2
2,295530,34
2,2513961,14
2,4144764,2
2,146862,3
2,281146,1
2,3389557,3
2,2016764,1
2,3374083,3
2,3514349,1
2,161204,59
2,1295395,75
2,401043,1
2,5129242,1
2,530196,4
2,2783737,1
2,3691954,1
2,3013521,2
2,1276328,1
2,3429403,1
2,1185149,2
2,6639586,4
2,570003,2
2,4160610,3
2,690822,3
2,2644652,4
2,145531,1
2,146189,1
2,6002133,9
2,3407977,3
2,674947,1
2,3446652,2
2,1789118,2
2,1137168,1
2,2231319,2
2,4839319,84
2,3459922,165
2,3673269,3
2,4717232,1
2,3573890,2
2,3189823,2
2,2111008,1
2,1265828,1
2,3579931,12
2,4249910,21
2,2789016,2
2,1271212,1
2,1267755,1
2,348112,1
2,3660573,1
2,3841490,3
2,3113910,1
2,3128824,1
2,5263667,9
2,667091,1
2,284315,38
2,5897884,1
2,130245,6
2,1273788,1
2,2977365,1
2,3456848,26
2,295629,21
2,3215209,1
2,1279405,1
2,4297653,71
2,4440906,2
2,2067119,1
2,4267354,1
2,537158,1
2,4359619,13
2,4890549,3
2,3832793,4
2,1134762,1
2,3436134,1
2,1269545,3
2,4883393,8
2,764100,1
2,4348599,1
2,1120711,6
2,1260959,1
2,293322,3
2,4078964,1
2,5803990,6
2,5780993,1
2,2395317,1
2,6691216,4
2,3857012,1
2,727217,1
2,2522960,1
2,7290243,4
2,4014409,2
2,284899,53
2,4154280,609
2,3446087,1
2,2810808,1
2,2154826,2
2,4131116,3
2,2160299,1
3,6949377,1
3,2077895,4
3,2639788,1
3,5283837,6
3,6002133,2
3,6058560,1
3,5780993,1
3,5955826,1
3,6942553,2
3,3576260,1
4,2077895,4
4,5780993,1
4,3576260,1
5,5780993,1
5,3576260,1
6,608679,1
6,8050880,4
6,3428858,4
6,304827,1
6,3115171,3
6,924055,1
6,586763,3
6,727832,1
6,1336136,1
6,769250,1
6,1203344,1
6,3126466,1
6,725905,1
6,3571824,2
6,2419622,1
6,107797,1
6,2661604,2
6,6318696,1
6,2645943,21
6,3374462,1
6,2670603,1
6,3688021,1
6,2980586,1
6,2657908,1
6,4147581,1
6,1863967,2
6,3853350,1
6,3580733,1
6,2198148,2
6,2520600,2
6,3689798,1
6,2171360,1
6,2129101,1
6,3592635,1
6,3128760,4
6,3994216,1
6,1228730,1
6,1701668,5
6,1735161,3
6,1252479,1
6,1607779,1
6,3696183,1
6,5106292,132
6,3575292,1
6,1856057,1
6,3516355,1
6,2161602,1
6,3177299,1
6,3099759,1
6,1185209,1
6,1855431,2
6,2347283,9
6,2167444,1
6,2553604,4
6,3514783,2
6,1185155,1
6,2214433,1
6,1606147,2
6,729114,7
6,1271386,8
6,4894320,2
6,2658564,1
6,1252416,2
6,2495662,1
6,2293549,1
6,3491952,1
6,3588698,1
6,934750,1
6,3589850,1
6,7115111,1
6,890299,4
6,1728930,1
6,3836620,4
6,5419384,1
6,3014078,2
6,3455070,1
6,2511174,1
6,2558470,1
6,554234,1
6,3835869,1
6,3595416,1
6,3496134,1
6,314830,1
6,1336140,1
6,472757,1
6,5268720,3
6,3374036,6
6,281133,2
6,2108502,6
6,73560,1
6,3402429,1
6,3670756,1
6,3347019,2
6,2544248,1
6,3355672,1
6,1268095,1
6,1268124,1
6,2851393,1
6,934154,3
6,3646738,3
6,5165664,1
6,2261598,1
6,3398920,1
6,927967,3
6,1252514,1
6,1637372,1
6,244878,1
6,782070,1
6,2826287,1
6,3583102,1
6,1717641,1
6,665850,1
6,746881,1
6,276781,7
6,2281951,1
6,3042041,1
6,3670692,1
6,1722186,1
6,3428708,1
6,2742611,1
6,2324774,1
6,757033,1
6,2147714,4
6,2653075,1
6,358619,1
6,3837857,2
6,658225,5
6,5279436,2
6,3637721,1
6,2421273,1
6,924491,1
6,6157977,1
6,5881576,3
6,2421535,1
6,2972328,1
6,1696710,1
6,1255625,1
6,1858421,1
6,1269694,1
6,3369157,4
6,3456138,1
6,1150533,1
6,1260555,2
6,281184,8
6,4832425,1
6,3461408,1
6,3060280,1
6,3865086,1
6,3083271,1
6,1720151,1
6,2640967,1
6,2521706,9
6,290340,3
6,3576795,1
6,6230919,1
6,1841066,1
6,1734052,1
6,3347939,1
6,1253595,1
6,1055429,2
6,3388092,5
6,2287958,1
6,3433743,2
6,4164138,46
6,3453303,1
6,147622,3
6,3456826,1
6,305268,2
6,5119251,22
6,518255,1
6,3688989,1
6,1605215,1
6,318137,1
6,4221552,1
6,264371,2
6,3042033,1
6,1653316,1
6,2149349,1
6,1177446,1
6,3435290,1
6,2515270,2
6,3376762,3
6,5198034,1
6,285787,19
6,3457708,2
6,6324729,2
6,1258294,1
6,2734484,2
6,2392087,2
6,3439317,1
6,2659811,1
6,2477461,1
6,3460950,1
6,2493456,1
6,926308,1
6,3171576,1
6,202061,4
6,3663517,1
6,3690250,12
6,5101775,1
6,2972696,1
6,2650729,1
6,2022890,3
6,2171360,5
6,3408404,5
6,2779669,1
6,964137,3
6,3053438,1
6,2650000,1
6,1732891,1
6,3837702,1
6,191245,1
6,422232,1
6,3094802,2
6,2643123,1
6,1123343,3
6,1185141,1
6,5263045,1
6,2772400,1
6,2747599,1
6,2388036,1
6,2290956,1
6,5101775,1
6,426272,1
6,1717641,1
6,431748,1
6,300616,1
6,3682330,1
6,3595069,1
6,1260707,1
6,3467604,1
6,4361831,9
6,4386802,1
6,3447624,1
6,3168936,1
6,2088122,2
6,283157,1
6,736229,1
6,2505530,1
6,116402,1
6,733840,1
6,3361934,1
6,2962026,1
6,422232,1
6,1862033,1
6,1853909,2
6,3874960,1
6,2420985,1
6,9958129,1
6,3428644,1
6,1610469,1
6,2492913,3
6,3407977,4
6,2474506,1
6,2871437,1
6,2729907,4
6,303831,1
6,3947322,1
6,3512208,1
6,2654410,1
6,1125155,1
6,3433803,1
6,2389853,5
6,2154720,1
6,727011,3
6,3445575,1
6,4005143,1
6,3599639,3
6,6691831,12
6,3573374,1
6,5037649,5
6,2974153,1
6,7279597,1
6,1729564,1
6,160196,2
6,2146305,1
6,2933410,2
6,1185115,1
6,3464008,1
6,2967849,1
6,186301,2
6,3946083,2
6,3899539,3
6,2641170,1
6,2491191,1
6,5359488,1
6,3689816,1
6,909137,4
6,895953,1
6,2396518,1
6,932416,1
6,3463228,4
6,3862981,41
6,2439376,1
6,2078025,1
6,1266220,1
6,146901,1
6,3352136,1
6,2163355,1
6,103630,1
6,3573890,64
6,3805673,1
6,1264621,2
6,4402300,13
6,2487134,2
6,2490098,1
6,3670218,2
6,3905007,1
6,2160735,1
6,3687230,1
6,3186886,1
6,680430,1
6,3436003,1
6,2448085,1
6,2820577,2
6,1151254,2
6,4019233,1
6,160263,2
6,4888080,1
6,1862627,1
6,1608409,1
6,2930596,1
6,3436959,2
6,3695754,1
6,2172106,3
6,5955960,33
6,2467454,1
6,832209,1
6,759123,1
6,2761369,4
6,3835943,1
6,5038018,6
6,3669346,1
6,3179629,1
6,1336137,1
6,1151426,1
6,263824,11
6,3845073,26
6,1820491,1
6,3582677,7
6,2239520,12
6,3471697,1
6,3870282,1
6,2669113,2
6,728193,1
6,287286,3
6,2157495,1
6,1707267,1
6,3095321,1
6,1226260,2
6,2288829,1
6,174979,1
6,2641520,1
6,1796236,5
6,5355782,25
6,2939658,1
6,7302634,2
6,5920288,1
6,3118340,5
6,1611407,1
6,3143244,6
6,3495137,1
6,2656407,1
6,1822610,1
6,168629,1
6,2158724,1
6,2347470,1
6,2161311,5
6,3686561,99
6,2240449,4
6,94824,1
6,3096472,1
6,1684497,1
6,1611439,1
6,2417988,1
6,2650798,1
6,1266070,1
6,7304591,4
6,3176959,3
6,3183875,32
6,3453535,39
6,3861445,21
6,6941099,5
6,2655136,21
6,2414926,1
6,5332698,1
6,2408770,4
6,248946,1
6,3587091,1
6,2445704,1
6,3430029,17
6,783148,1
6,2502958,1
6,2167312,1
6,315368,1
6,7932635,12
6,3452465,3
6,616786,1
6,553190,1
6,433635,1
6,2110421,1
6,2284589,1
6,4487042,1
6,3451329,1
6,2148070,1
6,3827588,2
6,315808,1
6,2239862,1
6,3128026,1
6,2451185,1
6,306571,1
6,3022988,1
6,3042030,3
6,5165734,3
6,4033936,2
6,3690160,1
6,2506999,2
6,3668605,1
6,252601,4
6,2640729,2
6,1607978,2
6,3512128,1
6,5854686,1
6,3604584,1
6,100425,2
6,2413876,5
6,1185270,1
6,3689147,2
6,2657060,1
6,5809844,9
6,1720402,1
6,3675605,1
6,1337245,1
6,2633563,1
6,1035025,1
6,3002551,1
6,2255414,2
6,5520677,1
6,6241325,1
6,1850158,1
6,4400203,3
6,5015701,1
6,4923531,1
6,2160258,2
6,886763,1
6,1850147,5
6,4254884,46
6,3183719,1
6,1694611,1
6,2692969,1
6,173576,1
6,1856177,1
6,1856569,1
6,2145267,1
6,629634,1
6,2290412,1
6,2505329,1
6,2944388,2
6,2281120,1
6,3522696,1
6,2309527,5
6,2364079,1
6,2987914,1
6,1261727,1
6,311111,1
6,202065,1
6,3185670,1
6,361055,1
6,3445162,21
6,8348081,2
6,2153720,1
6,3850920,1
6,3137115,1
6,4267661,2
6,202905,1
6,2394819,4
6,1609350,5
6,2440485,6
6,3619194,1
6,2961423,1
6,1721080,1
6,10103951,2
6,877747,2
6,720006,1
6,2152667,3
6,931070,1
6,3617459,12
6,3083955,1
6,524901,6
6,3385106,1
6,7522181,1
6,3348313,1
6,585220,1
6,3385592,1
6,2644668,1
6,3185012,1
6,1336143,1
6,1651944,6
6,3689709,2
6,1525798,1
6,2960657,1
6,3979844,1
6,646005,1
6,1273397,1
6,2208032,1
6,2877647,2
6,3041204,1
6,3388270,14
6,1797595,1
6,3522507,1
6,2276600,1
6,1258167,1
6,3185728,2
6,1697175,1
6,5161539,3
6,1064890,1
6,3433743,3
6,1261481,1
6,2925533,3
6,3428068,1
6,1147290,1
6,170654,4
6,2482572,1
6,2077963,9
6,2239520,13
6,3575551,1
6,3573418,1
6,2164025,1
6,1152633,1
6,501175,1
6,5955826,259
6,4562635,1
6,2374775,3
6,1700712,1
6,316541,1
6,2274895,5
6,2251911,1
6,2259383,2
6,3403697,1
6,4259418,7
6,2852458,1
6,2160582,1
6,933778,1
6,5881192,1
6,3435344,1
6,307654,1
6,2464915,1
6,3352844,1
6,2513947,4
6,1526059,1
6,3168222,1
6,1516048,1
6,2420826,1
6,3550598,1
6,2472706,2
6,5101717,2
6,2654447,4
6,292223,1
6,2791744,1
6,2510582,1
6,3547867,1
6,315202,1
6,1274746,1
6,1153557,1
6,2634552,1
6,3180240,2
6,3354898,1
6,430021,1
6,3043849,1
6,325303,1
6,2280316,1
6,268743,1
6,3746184,1
6,2513465,1
6,3472440,1
6,7932638,1
6,1120487,322
6,359792,1
6,2032201,1
6,1128265,990
6,3576260,1
6,4736134,22
6,2548526,1
6,2363908,1
6,358048,1
6,5265702,10
6,4014338,1
6,2646979,1
6,4341378,1
6,5879400,3
6,3624174,1
6,2464470,6
6,3590858,1
6,1185162,1
6,2621951,1
6,1185106,1
6,3669947,4
6,3893629,1
6,2420884,1
6,4065552,2
6,1174872,2
6,1819729,42
6,2507480,5
6,2500017,1
6,1153081,1
6,2352778,1
6,311046,3
6,1607017,1
6,3928128,1
6,2844588,2
6,3077244,1
6,3399415,1
6,2656488,1
6,757718,1
6,1150965,1
6,1736305,1
6,2110433,1
6,2013348,2
6,3428481,5
6,7062967,1
6,2313002,1
6,2850954,1
6,3042049,1
6,3573473,1
6,2505572,1
6,3428576,1
6,1172451,1
6,1649150,1
6,3841956,1
6,2280589,1
6,3598572,1
6,1721906,1
6,933773,4
6,4508465,1
6,148730,11
6,2622447,1
6,4692883,1
6,2973783,1
6,504327,1
6,3031582,2
6,3908339,3
6,1691538,1
6,3493175,1
6,2290836,1
6,321025,1
6,2481700,1
6,752015,1
6,1007311,4
6,6691831,1
6,2967745,1
6,154380,1
6,8436118,1
6,3468234,1
6,3429732,35
6,1850311,1
6,924102,1
6,2289549,1
6,3123773,1
6,736151,1
6,3440034,1
6,1642911,5
6,8128721,1
6,3168070,7
6,2653680,1
6,993800,2
6,2498611,1
6,3613528,1
